step,train_loss,epoch
49,0.6510785818099976,0
99,0.6332561373710632,0
149,0.6643801331520081,0
199,0.626889169216156,0
249,0.6249853372573853,0
299,0.6881911158561707,0
349,0.634044349193573,0
399,0.6052897572517395,0
449,0.6017199754714966,0
499,0.5791337490081787,0
